spread,miles_feature,h,weeks,b,p
GC_JET_M1M2,P5_MILES_CHG1,4,52,-11.964204786436781,0.26849832324450473
GC_JET_M1M2,P5_MILES_CHG4,4,52,6.243656243945465,0.16419568470987433
GC_JET_M1M2,P5_MILES_VS_8W,4,52,11.184176435567448,0.06479120640464205
GC_JET_M1M2,BOTH_MILES_SURPRISE,4,52,-0.007713114568078051,0.052744474056052384
GC_JET_M1M2,BOTH_MILES_CHG1,4,52,-9.68073242915339,0.3759463293554921
GC_JET_M1M2,BOTH_MILES_CHG4,4,52,0.7172302494662863,0.8440985557052957
GC_JET_M1M2,BOTH_MILES_VS_8W,4,52,9.215948225263215,0.18302552996167565
GC_JET_M2M3,P5_MILES_SURPRISE,1,52,0.00019306159108048698,0.9345792481148893
GC_JET_M2M3,P5_MILES_CHG1,1,52,-0.2795385672351378,0.9394889471747427
GC_JET_M2M3,P5_MILES_CHG4,1,52,-0.1015411279185569,0.9358567255566954
GC_JET_M2M3,P5_MILES_VS_8W,1,52,1.1820898520750296,0.34332356347838666
GC_JET_M2M3,BOTH_MILES_SURPRISE,1,52,-0.0009635330165692579,0.19278402723324217
GC_JET_M2M3,BOTH_MILES_CHG1,1,52,-1.7749726692266417,0.6102323451516006
GC_JET_M2M3,BOTH_MILES_CHG4,1,52,-0.37404616609584873,0.6754891389361368
GC_JET_M2M3,BOTH_MILES_VS_8W,1,52,1.8139844548104451,0.2599296049376625
GC_JET_M2M3,P5_MILES_SURPRISE,2,52,0.0021246374524813284,0.6789196441347078
GC_JET_M2M3,P5_MILES_CHG1,2,52,-4.311937551929177,0.45641896506233304
GC_JET_M2M3,P5_MILES_CHG4,2,52,0.6746685289769736,0.7445141614068072
GC_JET_M2M3,P5_MILES_VS_8W,2,52,2.66942256839827,0.22507357238864356
GC_JET_M2M3,BOTH_MILES_SURPRISE,2,52,-0.0013660882458938286,0.34366256685519603
GC_JET_M2M3,BOTH_MILES_CHG1,2,52,-9.065178140053137,0.2117832290544368
GC_JET_M2M3,BOTH_MILES_CHG4,2,52,0.29586396082472843,0.8575053829382352
GC_JET_M2M3,BOTH_MILES_VS_8W,2,52,4.242998350293283,0.22404355614270932
GC_JET_M2M3,P5_MILES_SURPRISE,4,52,0.005547532239232731,0.524028062462172
GC_JET_M2M3,P5_MILES_CHG1,4,52,-6.077500691001043,0.5114241748630683
GC_JET_M2M3,P5_MILES_CHG4,4,52,6.379626770974172,0.03990287078667516
GC_JET_M2M3,P5_MILES_VS_8W,4,52,8.414104690529502,0.06294367688490721
GC_JET_M2M3,BOTH_MILES_SURPRISE,4,52,-0.0010091708427605868,0.7775440963284839
GC_JET_M2M3,BOTH_MILES_CHG1,4,52,-9.638076296556736,0.27768710558699006
GC_JET_M2M3,BOTH_MILES_CHG4,4,52,8.636765275106248,0.10882106611387028
GC_JET_M2M3,BOTH_MILES_VS_8W,4,52,15.85798759789374,0.04689340155525455
NY_JET_M1M2,P5_MILES_SURPRISE,1,52,-0.00022021025459051163,0.9017847708287774
NY_JET_M1M2,P5_MILES_CHG1,1,52,-3.9076041916970623,0.2781625733578944
NY_JET_M1M2,P5_MILES_CHG4,1,52,-2.0829422314257644,0.02431062577276826
NY_JET_M1M2,P5_MILES_VS_8W,1,52,-0.6798365783178681,0.4252166319183467
NY_JET_M1M2,BOTH_MILES_SURPRISE,1,52,0.0004143946409647084,0.6583714870560405
NY_JET_M1M2,BOTH_MILES_CHG1,1,52,-0.3100958182061273,0.9269077043492333
NY_JET_M1M2,BOTH_MILES_CHG4,1,52,-1.0394206830092059,0.28692293336831
NY_JET_M1M2,BOTH_MILES_VS_8W,1,52,0.12157126868524015,0.9262689413729528
NY_JET_M1M2,P5_MILES_SURPRISE,2,52,-0.00025445420449952505,0.9340756926548602
NY_JET_M1M2,P5_MILES_CHG1,2,52,-5.88801340473751,0.246523092839806
NY_JET_M1M2,P5_MILES_CHG4,2,52,-2.813782265192829,0.0464001049517402
NY_JET_M1M2,P5_MILES_VS_8W,2,52,-0.21878860532247446,0.8991553459882121
NY_JET_M1M2,BOTH_MILES_SURPRISE,2,52,-7.249226455146776e-05,0.9513657414368488
NY_JET_M1M2,BOTH_MILES_CHG1,2,52,-0.23584699162911793,0.9630328812482332
NY_JET_M1M2,BOTH_MILES_CHG4,2,52,-1.5083343649817738,0.2891167352574323
NY_JET_M1M2,BOTH_MILES_VS_8W,2,52,0.5960055680579268,0.7963389293076024
NY_JET_M1M2,P5_MILES_SURPRISE,4,52,-0.0013210489013577302,0.7820425851912752
NY_JET_M1M2,P5_MILES_CHG1,4,52,-12.99789481216015,0.002461800242893365
NY_JET_M1M2,P5_MILES_CHG4,4,52,1.3632088794322237,0.6442169712452235
NY_JET_M1M2,P5_MILES_VS_8W,4,52,4.009709652024611,0.31907020504937444
NY_JET_M1M2,BOTH_MILES_SURPRISE,4,52,-0.002632405891985775,0.10879835007243217
NY_JET_M1M2,BOTH_MILES_CHG1,4,52,-10.403154408086523,0.01149071317850708
NY_JET_M1M2,BOTH_MILES_CHG4,4,52,0.3600495748690097,0.9022040113479269
NY_JET_M1M2,BOTH_MILES_VS_8W,4,52,3.0720868946011515,0.4591129956919381
NY_JET_M2M3,P5_MILES_SURPRISE,1,52,-0.000370540394462753,0.8426580302881922
NY_JET_M2M3,P5_MILES_CHG1,1,52,-3.1724392459803497,0.30372609375361803
NY_JET_M2M3,P5_MILES_CHG4,1,52,-1.5331789564736484,0.05273142505994009
NY_JET_M2M3,P5_MILES_VS_8W,1,52,-0.17237533875238886,0.868789324499551
NY_JET_M2M3,BOTH_MILES_SURPRISE,1,52,-1.0276931017133269e-05,0.9851985841871391
NY_JET_M2M3,BOTH_MILES_CHG1,1,52,-0.6282999261195137,0.8085811301357837
NY_JET_M2M3,BOTH_MILES_CHG4,1,52,-0.5075802732839089,0.449334227513578
NY_JET_M2M3,BOTH_MILES_VS_8W,1,52,0.4208641332259441,0.7010706568332925
NY_JET_M2M3,P5_MILES_SURPRISE,2,52,-0.0004232518699074471,0.9148058298455348
NY_JET_M2M3,P5_MILES_CHG1,2,52,-6.795469942843308,0.10219229961489575
NY_JET_M2M3,P5_MILES_CHG4,2,52,-1.9326535405640257,0.2638477141921366
NY_JET_M2M3,P5_MILES_VS_8W,2,52,0.9306110412989281,0.6592186844506516
NY_JET_M2M3,BOTH_MILES_SURPRISE,2,52,2.3260867680821172e-06,0.9981910763218291
NY_JET_M2M3,BOTH_MILES_CHG1,2,52,-3.879220839809225,0.2686525309779323
NY_JET_M2M3,BOTH_MILES_CHG4,2,52,-0.48208528106848036,0.7051056712437751
NY_JET_M2M3,BOTH_MILES_VS_8W,2,52,1.4303832346186933,0.5149904712336086
NY_JET_M2M3,P5_MILES_SURPRISE,4,52,0.0042047859966228,0.5477106567821398
NY_JET_M2M3,P5_MILES_CHG1,4,52,-9.815667587674083,0.022938497959411778
NY_JET_M2M3,P5_MILES_CHG4,4,52,3.6318290513341758,0.2336621113884344
NY_JET_M2M3,P5_MILES_VS_8W,4,52,7.300380856958449,0.03168925048576491
NY_JET_M2M3,BOTH_MILES_SURPRISE,4,52,-6.962771049186532e-05,0.9666633857662175
NY_JET_M2M3,BOTH_MILES_CHG1,4,52,-4.872464678107063,0.12952469982897558
NY_JET_M2M3,BOTH_MILES_CHG4,4,52,3.6522735363363896,0.28543467522773025
NY_JET_M2M3,BOTH_MILES_VS_8W,4,52,7.010038828085713,0.13826006410420502
HO_M1M2,P5_MILES_SURPRISE,1,52,-0.0005218763335231457,0.6402361366741867
HO_M1M2,P5_MILES_CHG1,1,52,-4.65251493560437,0.022878754747248903
HO_M1M2,P5_MILES_CHG4,1,52,-1.596636727863225,0.039192605541275655
HO_M1M2,P5_MILES_VS_8W,1,52,-0.957674523658034,0.11296347263095234
HO_M1M2,BOTH_MILES_SURPRISE,1,52,-7.783584631835928e-05,0.8854871763615105
HO_M1M2,BOTH_MILES_CHG1,1,52,-2.5094150626888254,0.12884953895243922
HO_M1M2,BOTH_MILES_CHG4,1,52,-0.9442675015965548,0.12436356568633818
HO_M1M2,BOTH_MILES_VS_8W,1,52,-0.6016814333135625,0.4383908209558688
HO_M1M2,P5_MILES_SURPRISE,2,52,-0.00039467532618166527,0.84068286301282
HO_M1M2,P5_MILES_CHG1,2,52,-9.047522738291063,0.014865614368413346
HO_M1M2,P5_MILES_CHG4,2,52,-1.9118913168210057,0.12117651413510104
HO_M1M2,P5_MILES_VS_8W,2,52,-0.8585576493504075,0.4018842586243323
HO_M1M2,BOTH_MILES_SURPRISE,2,52,2.5174180896660132e-06,0.9973387604094566
HO_M1M2,BOTH_MILES_CHG1,2,52,-5.132491229642899,0.08967039040798994
HO_M1M2,BOTH_MILES_CHG4,2,52,-1.1768421921636305,0.32152179216421495
HO_M1M2,BOTH_MILES_VS_8W,2,52,-0.5638920431108118,0.7264440408281849
HO_M1M2,P5_MILES_SURPRISE,4,52,-0.0017300323143413542,0.34475591930378513
HO_M1M2,P5_MILES_CHG1,4,52,-9.312498195334395,0.04644463326562867
HO_M1M2,P5_MILES_CHG4,4,52,1.1111517340730264,0.5358401752828124
HO_M1M2,P5_MILES_VS_8W,4,52,1.2516884247733728,0.5385250520376772
HO_M1M2,BOTH_MILES_SURPRISE,4,52,-0.00045546613914967623,0.6086699758265056
HO_M1M2,BOTH_MILES_CHG1,4,52,-6.684256594038736,0.14863269775433458
HO_M1M2,BOTH_MILES_CHG4,4,52,0.5266865937178188,0.8400560636857068
HO_M1M2,BOTH_MILES_VS_8W,4,52,1.1433424047092626,0.7227004570792879
HO_M2M3,P5_MILES_SURPRISE,1,52,-0.0002752706159375091,0.8497331964288333
HO_M2M3,P5_MILES_CHG1,1,52,-3.6583777626197,0.07014044219868837
HO_M2M3,P5_MILES_CHG4,1,52,-1.54483211964609,0.0349708755541795
HO_M2M3,P5_MILES_VS_8W,1,52,-0.46424261776172204,0.5722747148930338
HO_M2M3,BOTH_MILES_SURPRISE,1,52,-0.00020916453128961941,0.6578318610789993
HO_M2M3,BOTH_MILES_CHG1,1,52,-1.4494566904887591,0.37117637019827776
HO_M2M3,BOTH_MILES_CHG4,1,52,-0.7025804997663637,0.21228494454340074
HO_M2M3,BOTH_MILES_VS_8W,1,52,-0.019409041903415636,0.9812483504520397
