period,duoarea,area-name,product,product-name,process,process-name,series,series-description,value,units
2002-04,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
2002-04,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),0,MBBL
2002-05,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
2002-05,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),0,MBBL
2002-06,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),0,MBBL
2002-06,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
2002-07,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),0,MBBL
2002-07,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
2002-08,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),0,MBBL
2002-08,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
2002-09,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
2002-09,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),0,MBBL
2002-10,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
2002-10,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),0,MBBL
2002-11,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
2002-11,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),0,MBBL
2002-12,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),0,MBBL
2002-12,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
2003-01,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),0,MBBL
2003-01,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
2003-02,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),0,MBBL
2003-02,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
2003-03,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),0,MBBL
2003-03,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
2003-04,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),1,MBBL
2003-04,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
2003-05,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),13,MBBL
2003-05,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
2003-06,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),29,MBBL
2003-06,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),1,MBBL/D
2003-07,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),22,MBBL
2003-07,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),1,MBBL/D
2003-08,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),30,MBBL
2003-08,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),1,MBBL/D
2003-09,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),32,MBBL
2003-09,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),1,MBBL/D
2003-10,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),46,MBBL
2003-10,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),1,MBBL/D
2003-11,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),11,MBBL
2003-11,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
2003-12,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),56,MBBL
2003-12,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),2,MBBL/D
2004-02,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),54,MBBL
2004-02,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),2,MBBL/D
2004-03,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),58,MBBL
2004-03,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),2,MBBL/D
2004-04,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),29,MBBL
2004-04,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),1,MBBL/D
2004-05,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),31,MBBL
2004-05,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),1,MBBL/D
2004-06,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),42,MBBL
2004-06,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),1,MBBL/D
2004-07,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),28,MBBL
2004-07,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),1,MBBL/D
2004-08,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),34,MBBL
2004-08,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),1,MBBL/D
2004-09,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),1,MBBL/D
2004-09,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),37,MBBL
2004-10,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),1,MBBL/D
2004-10,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),29,MBBL
2004-11,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),40,MBBL
2004-11,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),1,MBBL/D
2004-12,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),29,MBBL
2004-12,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),1,MBBL/D
2005-01,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),31,MBBL
2005-01,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),1,MBBL/D
2005-02,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),34,MBBL
2005-02,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),1,MBBL/D
2005-03,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),27,MBBL
2005-03,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),1,MBBL/D
2005-04,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
2005-04,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),4,MBBL
2005-05,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),2,MBBL
2005-05,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
2005-06,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),1,MBBL
2005-06,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
2005-07,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),2,MBBL
2005-07,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
2005-08,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),1,MBBL
2005-08,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
2005-10,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),1,MBBL
2005-10,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
2006-01,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),1,MBBL
2006-01,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
2006-05,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),1,MBBL
2006-05,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
2006-06,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),1,MBBL
2006-06,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
2006-08,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),1,MBBL
2006-08,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
2006-10,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
2006-10,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),1,MBBL
2006-11,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),22,MBBL
2006-11,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),1,MBBL/D
2006-12,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),2,MBBL
2006-12,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
2007-01,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),1,MBBL
2007-01,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
2007-05,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),1,MBBL
2007-05,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
2007-06,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
2007-06,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),1,MBBL
2007-09,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
2007-09,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),1,MBBL
2007-10,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
2007-10,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),1,MBBL
2007-11,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),2,MBBL
2007-11,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
2014-08,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),72,MBBL
2014-08,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),2,MBBL/D
2014-10,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),63,MBBL
2014-10,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),2,MBBL/D
2015-05,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),8,MBBL
2015-05,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
2016-10,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),5,MBBL
2016-10,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
2017-02,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),5,MBBL
2017-02,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),0,MBBL/D
2020-11,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),15,MBBL
2020-11,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),1,MBBL/D
2021-05,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),37,MBBL
2021-05,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),1,MBBL/D
2022-04,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP21,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels),34,MBBL
2022-04,R20-Z00,PADD 2,EPJK,Kerosene-Type Jet Fuel,IM0,Imports,MKJIMP22,Midwest (PADD 2) Imports of Kerosene-Type Jet Fuel (Thousand Barrels per Day),1,MBBL/D
